imgName,face_x,face_y,face_w,face_h,eye1_x,eye1_y,eye2_x,eye2_y,occluder_x,occluder_y,occluder_w,occluder_h,occluder_type,occluder_degree,gender,race,orientation,glasses_x,glasses_y,glasses_w,glasses_h
train_00007638.jpg,162.0,110.0,169.0,169.0,188.0,155.0,268.0,148.0,7.0,68.0,179.0,169.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007639.jpg,286.0,96.0,127.0,127.0,307.0,120.0,367.0,114.0,4.0,20.0,115.0,119.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007640.jpg,83.0,181.0,97.0,97.0,102.0,201.0,151.0,204.0,5.0,42.0,96.0,115.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007641.jpg,190.0,5.0,245.0,245.0,252.0,75.0,349.0,12.0,64.0,90.0,240.0,201.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007642.jpg,111.0,154.0,220.0,220.0,153.0,218.0,264.0,210.0,10.0,115.0,205.0,215.0,2.0,3.0,2.0,2.0,3.0,-2.0,25.0,223.0,89.0
train_00007643.jpg,81.0,137.0,334.0,334.0,138.0,206.0,304.0,224.0,18.0,143.0,304.0,352.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007644.jpg,338.0,117.0,162.0,162.0,350.0,163.0,419.0,160.0,3.0,64.0,138.0,194.0,2.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007645.jpg,95.0,113.0,188.0,188.0,137.0,159.0,217.0,184.0,-13.0,74.0,104.0,209.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007646.jpg,213.0,158.0,61.0,61.0,258.0,192.0,263.0,195.0,10.0,17.0,58.0,71.0,1.0,3.0,2.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0
train_00007647.jpg,114.0,45.0,245.0,245.0,154.0,137.0,278.0,118.0,19.0,112.0,245.0,280.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007648.jpg,232.0,154.0,192.0,192.0,276.0,206.0,364.0,193.0,22.0,81.0,187.0,216.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007649.jpg,321.0,184.0,169.0,169.0,342.0,226.0,449.0,220.0,3.0,79.0,148.0,186.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007650.jpg,153.0,58.0,185.0,185.0,178.0,102.0,275.0,101.0,19.0,86.0,164.0,213.0,2.0,3.0,2.0,2.0,3.0,-2.0,17.0,187.0,66.0
train_00007651.jpg,7.0,7.0,284.0,284.0,114.0,64.0,233.0,83.0,41.0,100.0,277.0,319.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007652.jpg,183.0,109.0,71.0,71.0,196.0,126.0,226.0,125.0,-2.0,25.0,57.0,74.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007653.jpg,58.0,65.0,256.0,256.0,128.0,155.0,247.0,134.0,45.0,116.0,294.0,297.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007654.jpg,215.0,117.0,102.0,102.0,239.0,141.0,297.0,141.0,6.0,53.0,100.0,127.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007655.jpg,122.0,69.0,238.0,238.0,150.0,115.0,309.0,130.0,11.0,85.0,217.0,233.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007656.jpg,284.0,133.0,102.0,102.0,299.0,158.0,346.0,158.0,2.0,45.0,75.0,111.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007657.jpg,255.0,197.0,64.0,64.0,272.0,211.0,308.0,210.0,7.0,19.0,57.0,59.0,1.0,3.0,2.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007658.jpg,76.0,4.0,206.0,206.0,146.0,29.0,257.0,52.0,27.0,60.0,173.0,219.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007659.jpg,234.0,105.0,170.0,170.0,268.0,136.0,341.0,137.0,4.0,56.0,146.0,177.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007660.jpg,198.0,70.0,180.0,180.0,235.0,113.0,325.0,110.0,14.0,72.0,184.0,191.0,2.0,3.0,2.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007661.jpg,336.0,104.0,112.0,112.0,367.0,135.0,402.0,127.0,28.0,40.0,117.0,116.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007662.jpg,256.0,201.0,94.0,94.0,269.0,241.0,312.0,230.0,14.0,60.0,77.0,99.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007663.jpg,198.0,34.0,154.0,154.0,210.0,63.0,285.0,80.0,-11.0,58.0,108.0,162.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007664.jpg,162.0,221.0,48.0,48.0,165.0,231.0,182.0,228.0,6.0,17.0,44.0,48.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007665.jpg,242.0,61.0,109.0,109.0,271.0,94.0,330.0,89.0,19.0,48.0,102.0,110.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007666.jpg,211.0,46.0,159.0,159.0,228.0,72.0,323.0,92.0,-10.0,53.0,127.0,152.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007667.jpg,103.0,149.0,174.0,174.0,143.0,199.0,224.0,177.0,32.0,64.0,182.0,176.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007668.jpg,163.0,105.0,208.0,208.0,192.0,148.0,289.0,156.0,3.0,61.0,201.0,228.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007669.jpg,44.0,78.0,44.0,44.0,55.0,88.0,74.0,89.0,1.0,22.0,43.0,51.0,1.0,2.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007670.jpg,88.0,262.0,281.0,281.0,152.0,321.0,280.0,321.0,9.0,73.0,251.0,248.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007671.jpg,100.0,67.0,121.0,121.0,114.0,93.0,168.0,108.0,-14.0,51.0,101.0,127.0,2.0,3.0,2.0,2.0,3.0,0.0,14.0,98.0,49.0
train_00007672.jpg,34.0,27.0,43.0,43.0,41.0,37.0,62.0,36.0,-1.0,15.0,37.0,43.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007673.jpg,157.0,36.0,229.0,229.0,212.0,68.0,316.0,77.0,20.0,85.0,180.0,214.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007674.jpg,208.0,70.0,168.0,168.0,251.0,98.0,328.0,100.0,5.0,63.0,149.0,182.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007675.jpg,188.0,4.0,188.0,188.0,243.0,45.0,317.0,52.0,17.0,87.0,186.0,172.0,2.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007676.jpg,234.0,87.0,114.0,114.0,270.0,120.0,321.0,123.0,16.0,46.0,104.0,105.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007677.jpg,211.0,158.0,201.0,201.0,274.0,235.0,342.0,200.0,23.0,97.0,201.0,197.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007678.jpg,132.0,147.0,239.0,239.0,176.0,193.0,297.0,191.0,13.0,83.0,193.0,240.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007679.jpg,44.0,97.0,202.0,202.0,83.0,148.0,184.0,159.0,10.0,77.0,172.0,189.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007680.jpg,198.0,162.0,255.0,255.0,250.0,209.0,367.0,214.0,2.0,73.0,225.0,248.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007681.jpg,137.0,67.0,223.0,223.0,185.0,124.0,296.0,118.0,-4.0,87.0,212.0,252.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007682.jpg,17.0,150.0,113.0,113.0,51.0,182.0,106.0,183.0,6.0,43.0,98.0,112.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007683.jpg,233.0,152.0,199.0,199.0,294.0,221.0,384.0,236.0,-1.0,93.0,172.0,187.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007684.jpg,126.0,121.0,140.0,140.0,156.0,151.0,229.0,154.0,4.0,51.0,134.0,154.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007685.jpg,118.0,32.0,270.0,270.0,181.0,100.0,309.0,110.0,31.0,102.0,259.0,287.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007686.jpg,290.0,67.0,92.0,92.0,313.0,83.0,354.0,91.0,1.0,32.0,68.0,107.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007687.jpg,233.0,62.0,186.0,186.0,264.0,118.0,335.0,129.0,6.0,79.0,97.0,180.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007688.jpg,184.0,77.0,84.0,84.0,202.0,98.0,251.0,89.0,-1.0,31.0,85.0,101.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007689.jpg,281.0,114.0,141.0,141.0,328.0,151.0,388.0,140.0,13.0,47.0,134.0,132.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007690.jpg,122.0,151.0,137.0,137.0,148.0,183.0,209.0,177.0,-1.0,52.0,111.0,135.0,1.0,3.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007691.jpg,87.0,190.0,291.0,291.0,156.0,260.0,308.0,260.0,26.0,102.0,271.0,254.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007692.jpg,115.0,52.0,219.0,219.0,170.0,104.0,268.0,118.0,14.0,85.0,204.0,239.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007693.jpg,287.0,104.0,188.0,188.0,344.0,146.0,415.0,198.0,-23.0,48.0,102.0,189.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007694.jpg,107.0,123.0,225.0,225.0,143.0,190.0,250.0,207.0,36.0,99.0,243.0,249.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007695.jpg,244.0,105.0,145.0,145.0,271.0,135.0,332.0,144.0,-3.0,50.0,110.0,136.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007696.jpg,227.0,135.0,184.0,184.0,270.0,184.0,362.0,187.0,3.0,74.0,192.0,201.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007697.jpg,145.0,124.0,144.0,144.0,188.0,152.0,234.0,143.0,4.0,37.0,112.0,135.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007698.jpg,326.0,195.0,173.0,173.0,358.0,245.0,450.0,251.0,18.0,60.0,151.0,168.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007699.jpg,248.0,128.0,110.0,110.0,268.0,157.0,332.0,153.0,0.0,41.0,102.0,119.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007700.jpg,81.0,45.0,44.0,44.0,91.0,57.0,114.0,59.0,2.0,15.0,40.0,45.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007701.jpg,140.0,53.0,247.0,247.0,227.0,122.0,309.0,88.0,51.0,82.0,242.0,241.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007702.jpg,227.0,42.0,64.0,64.0,241.0,63.0,265.0,58.0,3.0,35.0,59.0,70.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007703.jpg,58.0,185.0,216.0,216.0,78.0,250.0,186.0,236.0,14.0,78.0,193.0,240.0,2.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007704.jpg,227.0,161.0,111.0,111.0,245.0,186.0,299.0,185.0,6.0,36.0,101.0,114.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007705.jpg,82.0,34.0,293.0,293.0,172.0,115.0,322.0,114.0,29.0,109.0,289.0,292.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007706.jpg,324.0,124.0,94.0,94.0,341.0,148.0,375.0,142.0,0.0,37.0,77.0,116.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007707.jpg,251.0,86.0,87.0,87.0,273.0,107.0,310.0,111.0,-3.0,33.0,66.0,85.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007708.jpg,111.0,149.0,225.0,225.0,156.0,215.0,258.0,205.0,16.0,56.0,209.0,213.0,1.0,3.0,2.0,2.0,3.0,2.0,38.0,204.0,61.0
train_00007709.jpg,144.0,94.0,163.0,163.0,180.0,135.0,274.0,124.0,22.0,66.0,183.0,159.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007710.jpg,208.0,125.0,124.0,124.0,236.0,153.0,289.0,154.0,0.0,47.0,118.0,138.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007711.jpg,94.0,99.0,156.0,156.0,130.0,141.0,233.0,142.0,22.0,70.0,149.0,189.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007712.jpg,229.0,59.0,268.0,268.0,277.0,143.0,395.0,122.0,29.0,119.0,224.0,289.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007713.jpg,144.0,128.0,202.0,202.0,170.0,174.0,261.0,177.0,-1.0,64.0,145.0,223.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007714.jpg,198.0,135.0,171.0,171.0,235.0,164.0,312.0,160.0,15.0,44.0,152.0,119.0,2.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007715.jpg,245.0,134.0,137.0,137.0,267.0,165.0,298.0,173.0,7.0,50.0,72.0,135.0,1.0,3.0,2.0,2.0,5.0,-1.0,-1.0,-1.0,-1.0
train_00007716.jpg,222.0,130.0,88.0,88.0,244.0,156.0,282.0,156.0,11.0,37.0,76.0,80.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007717.jpg,178.0,76.0,248.0,248.0,241.0,166.0,354.0,131.0,36.0,115.0,251.0,242.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007718.jpg,171.0,51.0,179.0,179.0,195.0,94.0,283.0,90.0,20.0,58.0,148.0,176.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007719.jpg,41.0,78.0,362.0,362.0,89.0,186.0,253.0,185.0,6.0,181.0,279.0,406.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007720.jpg,301.0,45.0,108.0,108.0,311.0,67.0,353.0,84.0,-25.0,43.0,66.0,108.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007721.jpg,318.0,83.0,161.0,161.0,356.0,118.0,432.0,138.0,7.0,77.0,116.0,184.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007722.jpg,189.0,74.0,225.0,225.0,230.0,131.0,335.0,135.0,-2.0,79.0,215.0,225.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007723.jpg,73.0,92.0,193.0,193.0,95.0,149.0,194.0,142.0,-2.0,84.0,151.0,193.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007724.jpg,170.0,248.0,142.0,142.0,196.0,274.0,251.0,280.0,6.0,31.0,124.0,127.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007725.jpg,184.0,169.0,68.0,68.0,187.0,188.0,213.0,188.0,1.0,28.0,40.0,74.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,54.0,20.0
train_00007726.jpg,261.0,58.0,179.0,179.0,289.0,106.0,383.0,102.0,1.0,74.0,171.0,207.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007727.jpg,330.0,58.0,222.0,222.0,377.0,124.0,440.0,187.0,-62.0,77.0,69.0,235.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007728.jpg,274.0,121.0,184.0,184.0,323.0,154.0,393.0,164.0,-10.0,57.0,140.0,176.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007729.jpg,46.0,75.0,184.0,184.0,87.0,98.0,195.0,95.0,19.0,58.0,187.0,172.0,2.0,3.0,2.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007730.jpg,101.0,275.0,150.0,150.0,127.0,292.0,210.0,302.0,8.0,41.0,149.0,144.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007731.jpg,147.0,33.0,52.0,52.0,163.0,48.0,183.0,49.0,2.0,21.0,40.0,66.0,2.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007732.jpg,173.0,105.0,59.0,59.0,184.0,119.0,200.0,121.0,6.0,22.0,50.0,55.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007733.jpg,119.0,275.0,137.0,137.0,140.0,299.0,200.0,299.0,-1.0,47.0,124.0,154.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007734.jpg,104.0,173.0,162.0,162.0,127.0,208.0,213.0,205.0,19.0,55.0,154.0,160.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007735.jpg,124.0,137.0,147.0,147.0,164.0,174.0,248.0,166.0,12.0,57.0,139.0,140.0,2.0,3.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007736.jpg,192.0,112.0,112.0,112.0,223.0,144.0,257.0,149.0,7.0,47.0,82.0,104.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007737.jpg,131.0,126.0,153.0,153.0,175.0,161.0,246.0,156.0,15.0,48.0,146.0,150.0,2.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007738.jpg,110.0,74.0,306.0,306.0,157.0,133.0,314.0,158.0,-1.0,143.0,273.0,282.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007739.jpg,104.0,178.0,244.0,244.0,170.0,226.0,278.0,223.0,20.0,78.0,231.0,238.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007740.jpg,197.0,110.0,107.0,107.0,213.0,128.0,244.0,133.0,11.0,39.0,90.0,137.0,1.0,3.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0
train_00007741.jpg,129.0,117.0,69.0,69.0,141.0,121.0,159.0,129.0,-10.0,15.0,41.0,72.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007742.jpg,197.0,352.0,239.0,239.0,269.0,411.0,380.0,418.0,10.0,104.0,195.0,232.0,2.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007743.jpg,130.0,150.0,174.0,174.0,174.0,179.0,252.0,186.0,30.0,53.0,162.0,158.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007744.jpg,288.0,238.0,147.0,147.0,349.0,268.0,405.0,271.0,28.0,53.0,116.0,127.0,2.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007745.jpg,109.0,5.0,105.0,105.0,113.0,32.0,153.0,46.0,-9.0,49.0,71.0,110.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007746.jpg,178.0,165.0,138.0,138.0,199.0,183.0,290.0,192.0,0.0,45.0,124.0,129.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007747.jpg,106.0,80.0,79.0,79.0,119.0,103.0,156.0,96.0,5.0,37.0,84.0,79.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007748.jpg,189.0,88.0,107.0,107.0,207.0,108.0,261.0,115.0,2.0,43.0,73.0,108.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007749.jpg,205.0,145.0,169.0,169.0,228.0,182.0,322.0,198.0,-5.0,63.0,136.0,172.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007750.jpg,167.0,238.0,159.0,159.0,189.0,271.0,269.0,287.0,-14.0,60.0,139.0,173.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007751.jpg,208.0,150.0,186.0,186.0,238.0,195.0,312.0,186.0,6.0,64.0,174.0,197.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007752.jpg,120.0,107.0,155.0,155.0,197.0,133.0,236.0,153.0,50.0,80.0,147.0,146.0,2.0,2.0,1.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007753.jpg,110.0,99.0,145.0,145.0,173.0,150.0,211.0,110.0,67.0,23.0,173.0,126.0,3.0,2.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007754.jpg,99.0,134.0,50.0,50.0,121.0,146.0,142.0,146.0,-3.0,15.0,57.0,44.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007755.jpg,203.0,130.0,208.0,208.0,253.0,182.0,316.0,173.0,44.0,70.0,159.0,192.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007756.jpg,255.0,80.0,85.0,85.0,285.0,115.0,316.0,98.0,31.0,41.0,84.0,81.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007757.jpg,181.0,103.0,240.0,240.0,217.0,169.0,336.0,165.0,15.0,88.0,224.0,233.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007758.jpg,210.0,83.0,253.0,253.0,255.0,152.0,347.0,141.0,6.0,97.0,223.0,290.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007759.jpg,221.0,115.0,158.0,158.0,260.0,144.0,315.0,185.0,-12.0,46.0,75.0,159.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007760.jpg,154.0,91.0,184.0,184.0,196.0,134.0,273.0,146.0,4.0,67.0,181.0,189.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007761.jpg,48.0,101.0,73.0,73.0,78.0,116.0,107.0,114.0,27.0,54.0,69.0,78.0,2.0,1.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007762.jpg,149.0,96.0,43.0,43.0,158.0,106.0,181.0,105.0,2.0,16.0,41.0,44.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007763.jpg,90.0,62.0,245.0,245.0,157.0,138.0,275.0,126.0,29.0,101.0,241.0,241.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007764.jpg,179.0,177.0,60.0,60.0,200.0,194.0,224.0,192.0,7.0,18.0,48.0,56.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007765.jpg,105.0,75.0,144.0,144.0,131.0,113.0,202.0,103.0,1.0,58.0,148.0,164.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007766.jpg,261.0,122.0,235.0,235.0,301.0,168.0,403.0,183.0,-9.0,81.0,191.0,227.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007767.jpg,181.0,155.0,228.0,228.0,234.0,204.0,360.0,199.0,14.0,72.0,228.0,196.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007768.jpg,126.0,149.0,174.0,174.0,153.0,198.0,235.0,189.0,4.0,63.0,153.0,191.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007769.jpg,378.0,133.0,146.0,146.0,389.0,173.0,403.0,167.0,8.0,50.0,120.0,167.0,1.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
train_00007770.jpg,84.0,163.0,262.0,262.0,135.0,236.0,260.0,221.0,33.0,97.0,270.0,276.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007771.jpg,100.0,239.0,218.0,218.0,159.0,282.0,276.0,297.0,3.0,73.0,202.0,217.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007772.jpg,144.0,215.0,273.0,273.0,209.0,267.0,328.0,265.0,16.0,69.0,237.0,232.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007773.jpg,162.0,140.0,165.0,165.0,170.0,175.0,235.0,181.0,-11.0,67.0,107.0,180.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007774.jpg,277.0,149.0,153.0,153.0,307.0,172.0,362.0,173.0,17.0,34.0,114.0,129.0,1.0,3.0,2.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007775.jpg,300.0,89.0,154.0,154.0,327.0,128.0,390.0,116.0,3.0,58.0,132.0,154.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007776.jpg,202.0,84.0,155.0,155.0,227.0,128.0,275.0,121.0,4.0,63.0,89.0,178.0,1.0,3.0,2.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0
train_00007777.jpg,362.0,58.0,164.0,164.0,394.0,101.0,483.0,103.0,-13.0,62.0,158.0,173.0,1.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
train_00007778.jpg,302.0,32.0,172.0,172.0,340.0,80.0,431.0,73.0,13.0,81.0,174.0,195.0,2.0,3.0,2.0,2.0,3.0,-1.0,-1.0,-1.0,-1.0
